Country,File Paths ,Year,Values
Sierra Leone,Exportable production,1/1/2002,36.7289
Sri Lanka,Exportable production,1/1/2002,4.3807
Thailand,Exportable production,1/1/2002,231.9
Togo,Exportable production,1/1/2002,66.205
Trinidad & Tobago,Exportable production,1/1/2002,2.5524
Uganda,Exportable production,1/1/2002,2750.058
Venezuela,Exportable production,1/1/2002,197.3196
Viet Nam,Exportable production,1/1/2002,11055.093
Yemen,Exportable production,1/1/2002,56.7446
Angola,Gross Opening stocks,1/1/2002,5
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2002,0
Brazil,Gross Opening stocks,1/1/2002,37303
Burundi,Gross Opening stocks,1/1/2002,16.185
Ecuador,Gross Opening stocks,1/1/2002,35
Indonesia,Gross Opening stocks,1/1/2002,150.15
Madagascar,Gross Opening stocks,1/1/2002,28.795
Malawi,Gross Opening stocks,1/1/2002,3
Papua New Guinea,Gross Opening stocks,1/1/2002,81.054
Paraguay,Gross Opening stocks,1/1/2002,28
Peru,Gross Opening stocks,1/1/2002,205
Rwanda,Gross Opening stocks,1/1/2002,0
Timor-Leste,Gross Opening stocks,1/1/2002,0
Zimbabwe,Gross Opening stocks,1/1/2002,10
Congo,Gross Opening stocks,1/1/2002,0
Cuba,Gross Opening stocks,1/1/2002,102.6
Dominican Republic,Gross Opening stocks,1/1/2002,311.909
Haiti,Gross Opening stocks,1/1/2002,13
Philippines,Gross Opening stocks,1/1/2002,814
Tanzania,Gross Opening stocks,1/1/2002,11.667
Zambia,Gross Opening stocks,1/1/2002,0
Benin,Gross Opening stocks,1/1/2002,0
Cameroon,Gross Opening stocks,1/1/2002,11
Central African Republic,Gross Opening stocks,1/1/2002,7.9
Colombia,Gross Opening stocks,1/1/2002,1912.973
Costa Rica,Gross Opening stocks,1/1/2002,191
Côte d'Ivoire,Gross Opening stocks,1/1/2002,702.02
Democratic Republic of Congo,Gross Opening stocks,1/1/2002,87.96
El Salvador,Gross Opening stocks,1/1/2002,185.9
Equatorial Guinea,Gross Opening stocks,1/1/2002,0
Ethiopia,Gross Opening stocks,1/1/2002,2067
Gabon,Gross Opening stocks,1/1/2002,0
Ghana,Gross Opening stocks,1/1/2002,15
Guatemala,Gross Opening stocks,1/1/2002,345
Guinea,Gross Opening stocks,1/1/2002,59
Guyana,Gross Opening stocks,1/1/2002,0
Honduras,Gross Opening stocks,1/1/2002,255.343
India,Gross Opening stocks,1/1/2002,1017
Jamaica,Gross Opening stocks,1/1/2002,9.484
Kenya,Gross Opening stocks,1/1/2002,277.633
Lao People's Democratic Republic,Gross Opening stocks,1/1/2002,0
Liberia,Gross Opening stocks,1/1/2002,0
Mexico,Gross Opening stocks,1/1/2002,399
Nepal,Gross Opening stocks,1/1/2002,0
Nicaragua,Gross Opening stocks,1/1/2002,96.71
Nigeria,Gross Opening stocks,1/1/2002,0
Panama,Gross Opening stocks,1/1/2002,90
Sierra Leone,Gross Opening stocks,1/1/2002,17
Sri Lanka,Gross Opening stocks,1/1/2002,5
Thailand,Gross Opening stocks,1/1/2002,78.7
Togo,Gross Opening stocks,1/1/2002,30.6
Trinidad & Tobago,Gross Opening stocks,1/1/2002,0
Uganda,Gross Opening stocks,1/1/2002,373.62
Venezuela,Gross Opening stocks,1/1/2002,328
Viet Nam,Gross Opening stocks,1/1/2002,1166.667
Yemen,Gross Opening stocks,1/1/2002,0
Angola,Exports,1/1/2002,11.64
Bolivia (Plurinational State of),Exports,1/1/2002,89.168
Brazil,Exports,1/1/2002,29612.634
Burundi,Exports,1/1/2002,431.055
Ecuador,Exports,1/1/2002,585.224
Indonesia,Exports,1/1/2002,4280.458
Madagascar,Exports,1/1/2002,194.287
Malawi,Exports,1/1/2002,43.464
Papua New Guinea,Exports,1/1/2002,1076.492
Paraguay,Exports,1/1/2002,10.0485
Peru,Exports,1/1/2002,2838.32
Rwanda,Exports,1/1/2002,308.422
Timor-Leste,Exports,1/1/2002,36.8093
Zimbabwe,Exports,1/1/2002,106.121
Congo,Exports,1/1/2002,0
Cuba,Exports,1/1/2002,57.705
Dominican Republic,Exports,1/1/2002,150.681
Haiti,Exports,1/1/2002,36.945
Philippines,Exports,1/1/2002,8.21
Tanzania,Exports,1/1/2002,819.51
Zambia,Exports,1/1/2002,118.327
Benin,Exports,1/1/2002,0
Cameroon,Exports,1/1/2002,731.795
Central African Republic,Exports,1/1/2002,37.874
Colombia,Exports,1/1/2002,10478.253
Costa Rica,Exports,1/1/2002,1676.413
Côte d'Ivoire,Exports,1/1/2002,2608.386
Democratic Republic of Congo,Exports,1/1/2002,194.592
El Salvador,Exports,1/1/2002,1320.276
Equatorial Guinea,Exports,1/1/2002,0
Ethiopia,Exports,1/1/2002,2276.902
Gabon,Exports,1/1/2002,0.95
Ghana,Exports,1/1/2002,37.6323
Guatemala,Exports,1/1/2002,3964.953
Guinea,Exports,1/1/2002,278.229
Guyana,Exports,1/1/2002,0.8513
Honduras,Exports,1/1/2002,2438.716
India,Exports,1/1/2002,3566.889
Jamaica,Exports,1/1/2002,24.943
Kenya,Exports,1/1/2002,877.889
Lao People's Democratic Republic,Exports,1/1/2002,244.0043
Liberia,Exports,1/1/2002,7.482
Mexico,Exports,1/1/2002,2562.426
Nepal,Exports,1/1/2002,2.8468
Nicaragua,Exports,1/1/2002,978.466
Nigeria,Exports,1/1/2002,9.815
Panama,Exports,1/1/2002,84.093
Sierra Leone,Exports,1/1/2002,36.7289
Sri Lanka,Exports,1/1/2002,5.3807
Thailand,Exports,1/1/2002,198.6
Togo,Exports,1/1/2002,77.705
Trinidad & Tobago,Exports,1/1/2002,2.5524
Uganda,Exports,1/1/2002,2809.948
Venezuela,Exports,1/1/2002,297.3196
Viet Nam,Exports,1/1/2002,11555.093
Yemen,Exports,1/1/2002,56.7446
Angola,Total production,1/1/2012,32.79
Bolivia (Plurinational State of),Total production,1/1/2012,105.2812
Brazil,Total production,1/1/2012,55418.0012
Burundi,Total production,1/1/2012,405.9615
Ecuador,Total production,1/1/2012,828.1024
Indonesia,Total production,1/1/2012,13070.0386
Madagascar,Total production,1/1/2012,499.7094
Malawi,Total production,1/1/2012,22.8262
Papua New Guinea,Total production,1/1/2012,716.488
Paraguay,Total production,1/1/2012,20.0065
Peru,Total production,1/1/2012,4450.0478
Rwanda,Total production,1/1/2012,258.5591
Timor-Leste,Total production,1/1/2012,60.7483
Zimbabwe,Total production,1/1/2012,7.3208
Congo,Total production,1/1/2012,3
Cuba,Total production,1/1/2012,88.142
Dominican Republic,Total production,1/1/2012,488.4307
Haiti,Total production,1/1/2012,349.7319
Philippines,Total production,1/1/2012,177.4616
Tanzania,Total production,1/1/2012,1151.1215
Zambia,Total production,1/1/2012,5.3695
Benin,Total production,1/1/2012,0
Cameroon,Total production,1/1/2012,371.0197
Central African Republic,Total production,1/1/2012,22.89
Colombia,Total production,1/1/2012,9926.9445
Costa Rica,Total production,1/1/2012,1822.6906
Côte d'Ivoire,Total production,1/1/2012,1993.8367
Democratic Republic of Congo,Total production,1/1/2012,334.0453
El Salvador,Total production,1/1/2012,1239.5852
Equatorial Guinea,Total production,1/1/2012,0
Ethiopia,Total production,1/1/2012,6233.0066
Gabon,Total production,1/1/2012,0.751
Ghana,Total production,1/1/2012,20.8836
Guatemala,Total production,1/1/2012,3762.9331
Guinea,Total production,1/1/2012,233.5545
Guyana,Total production,1/1/2012,9.7383
Honduras,Total production,1/1/2012,4685.9958
India,Total production,1/1/2012,5403.4408
Jamaica,Total production,1/1/2012,23.7159
Kenya,Total production,1/1/2012,875.4455
Lao People's Democratic Republic,Total production,1/1/2012,540.5023
Liberia,Total production,1/1/2012,10.1213
Mexico,Total production,1/1/2012,4326.9422
Nepal,Total production,1/1/2012,1.2073
Nicaragua,Total production,1/1/2012,1873.4749
Nigeria,Total production,1/1/2012,40.7637
Panama,Total production,1/1/2012,115.5198
Sierra Leone,Total production,1/1/2012,61.1833
Sri Lanka,Total production,1/1/2012,35.2484
Thailand,Total production,1/1/2012,608.0946
Togo,Total production,1/1/2012,84.0589
Trinidad & Tobago,Total production,1/1/2012,12.2272
Uganda,Total production,1/1/2012,3913.502
Venezuela,Total production,1/1/2012,952.4201
Viet Nam,Total production,1/1/2012,23402.1057
Yemen,Total production,1/1/2012,187.5251
Angola,Domestic consumption,1/1/2012,30
Bolivia (Plurinational State of),Domestic consumption,1/1/2012,50.5
Brazil,Domestic consumption,1/1/2012,20330
Burundi,Domestic consumption,1/1/2012,2
Ecuador,Domestic consumption,1/1/2012,150
Indonesia,Domestic consumption,1/1/2012,3900
Madagascar,Domestic consumption,1/1/2012,430
Malawi,Domestic consumption,1/1/2012,1
Papua New Guinea,Domestic consumption,1/1/2012,1.711
Paraguay,Domestic consumption,1/1/2012,20
Peru,Domestic consumption,1/1/2012,250
Rwanda,Domestic consumption,1/1/2012,1
Timor-Leste,Domestic consumption,1/1/2012,0.49
Zimbabwe,Domestic consumption,1/1/2012,4
Congo,Domestic consumption,1/1/2012,3
Cuba,Domestic consumption,1/1/2012,220
Dominican Republic,Domestic consumption,1/1/2012,378
Haiti,Domestic consumption,1/1/2012,340
Philippines,Domestic consumption,1/1/2012,2325
Tanzania,Domestic consumption,1/1/2012,71.7
Zambia,Domestic consumption,1/1/2012,0
Benin,Domestic consumption,1/1/2012,0
Cameroon,Domestic consumption,1/1/2012,71.733
Central African Republic,Domestic consumption,1/1/2012,16.667
Colombia,Domestic consumption,1/1/2012,1514.242
Costa Rica,Domestic consumption,1/1/2012,423.097
Côte d'Ivoire,Domestic consumption,1/1/2012,317
Democratic Republic of Congo,Domestic consumption,1/1/2012,200
El Salvador,Domestic consumption,1/1/2012,276.6
Equatorial Guinea,Domestic consumption,1/1/2012,0
Ethiopia,Domestic consumption,1/1/2012,3400
Gabon,Domestic consumption,1/1/2012,0.967
Ghana,Domestic consumption,1/1/2012,2
Guatemala,Domestic consumption,1/1/2012,360
Guinea,Domestic consumption,1/1/2012,50
Guyana,Domestic consumption,1/1/2012,8.7
Honduras,Domestic consumption,1/1/2012,345
India,Domestic consumption,1/1/2012,1375
Jamaica,Domestic consumption,1/1/2012,9
Kenya,Domestic consumption,1/1/2012,50
Lao People's Democratic Republic,Domestic consumption,1/1/2012,150
Liberia,Domestic consumption,1/1/2012,5
Mexico,Domestic consumption,1/1/2012,2354
Nepal,Domestic consumption,1/1/2012,0
Nicaragua,Domestic consumption,1/1/2012,207.864
Nigeria,Domestic consumption,1/1/2012,40
Panama,Domestic consumption,1/1/2012,67
Sierra Leone,Domestic consumption,1/1/2012,5
Sri Lanka,Domestic consumption,1/1/2012,35
Thailand,Domestic consumption,1/1/2012,1130
Togo,Domestic consumption,1/1/2012,0.242
Trinidad & Tobago,Domestic consumption,1/1/2012,10
Uganda,Domestic consumption,1/1/2012,216
Venezuela,Domestic consumption,1/1/2012,1650
Viet Nam,Domestic consumption,1/1/2012,1825
Yemen,Domestic consumption,1/1/2012,130
Angola,Exportable production,1/1/2012,2.79
Bolivia (Plurinational State of),Exportable production,1/1/2012,54.7812
Brazil,Exportable production,1/1/2012,35088.0012
Burundi,Exportable production,1/1/2012,403.9615
Ecuador,Exportable production,1/1/2012,678.1024
Indonesia,Exportable production,1/1/2012,9170.0386
Madagascar,Exportable production,1/1/2012,69.7094
Malawi,Exportable production,1/1/2012,21.8262
Papua New Guinea,Exportable production,1/1/2012,714.777
Paraguay,Exportable production,1/1/2012,0.0065
Peru,Exportable production,1/1/2012,4200.0478
Rwanda,Exportable production,1/1/2012,257.5591
Timor-Leste,Exportable production,1/1/2012,60.2583
Zimbabwe,Exportable production,1/1/2012,3.3208
Congo,Exportable production,1/1/2012,0
Cuba,Exportable production,1/1/2012,0
Dominican Republic,Exportable production,1/1/2012,110.4307
Haiti,Exportable production,1/1/2012,9.7319
Philippines,Exportable production,1/1/2012,0
Tanzania,Exportable production,1/1/2012,1079.4215
Zambia,Exportable production,1/1/2012,5.3695
Benin,Exportable production,1/1/2012,0
Cameroon,Exportable production,1/1/2012,299.2867
Central African Republic,Exportable production,1/1/2012,6.223
Colombia,Exportable production,1/1/2012,8412.7025
Costa Rica,Exportable production,1/1/2012,1399.5936
Côte d'Ivoire,Exportable production,1/1/2012,1676.8367
Democratic Republic of Congo,Exportable production,1/1/2012,134.0453
El Salvador,Exportable production,1/1/2012,962.9852
Equatorial Guinea,Exportable production,1/1/2012,0
Ethiopia,Exportable production,1/1/2012,2833.0066
Gabon,Exportable production,1/1/2012,0
Ghana,Exportable production,1/1/2012,18.8836
Guatemala,Exportable production,1/1/2012,3402.9331
Guinea,Exportable production,1/1/2012,183.5545
Guyana,Exportable production,1/1/2012,1.0383
Honduras,Exportable production,1/1/2012,4340.9958
India,Exportable production,1/1/2012,4028.4408
Jamaica,Exportable production,1/1/2012,14.7159
Kenya,Exportable production,1/1/2012,825.4455
Lao People's Democratic Republic,Exportable production,1/1/2012,390.5023
Liberia,Exportable production,1/1/2012,5.1213
Mexico,Exportable production,1/1/2012,1972.9422
Nepal,Exportable production,1/1/2012,1.2073
Nicaragua,Exportable production,1/1/2012,1665.6109
Nigeria,Exportable production,1/1/2012,0.7637
Panama,Exportable production,1/1/2012,48.5198
Sierra Leone,Exportable production,1/1/2012,56.1833
Sri Lanka,Exportable production,1/1/2012,0.2484
Thailand,Exportable production,1/1/2012,0
Togo,Exportable production,1/1/2012,83.8169
Trinidad & Tobago,Exportable production,1/1/2012,2.2272
Uganda,Exportable production,1/1/2012,3697.502
Venezuela,Exportable production,1/1/2012,0
Viet Nam,Exportable production,1/1/2012,21577.1057
Yemen,Exportable production,1/1/2012,57.5251
Angola,Gross Opening stocks,1/1/2012,10
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2012,0
Brazil,Gross Opening stocks,1/1/2012,10063
Burundi,Gross Opening stocks,1/1/2012,7
Ecuador,Gross Opening stocks,1/1/2012,2.3
Indonesia,Gross Opening stocks,1/1/2012,450
Madagascar,Gross Opening stocks,1/1/2012,30
Malawi,Gross Opening stocks,1/1/2012,0
Papua New Guinea,Gross Opening stocks,1/1/2012,5
Paraguay,Gross Opening stocks,1/1/2012,0
Peru,Gross Opening stocks,1/1/2012,93
Rwanda,Gross Opening stocks,1/1/2012,13
Timor-Leste,Gross Opening stocks,1/1/2012,0
Zimbabwe,Gross Opening stocks,1/1/2012,0
Congo,Gross Opening stocks,1/1/2012,0
Cuba,Gross Opening stocks,1/1/2012,0
Dominican Republic,Gross Opening stocks,1/1/2012,61
Haiti,Gross Opening stocks,1/1/2012,0
Philippines,Gross Opening stocks,1/1/2012,0
Tanzania,Gross Opening stocks,1/1/2012,34.65
Zambia,Gross Opening stocks,1/1/2012,0
Benin,Gross Opening stocks,1/1/2012,0
Cameroon,Gross Opening stocks,1/1/2012,47.076
Central African Republic,Gross Opening stocks,1/1/2012,0.3
Colombia,Gross Opening stocks,1/1/2012,1053.766
Costa Rica,Gross Opening stocks,1/1/2012,125.222
Côte d'Ivoire,Gross Opening stocks,1/1/2012,637.129
Democratic Republic of Congo,Gross Opening stocks,1/1/2012,4
El Salvador,Gross Opening stocks,1/1/2012,80
Equatorial Guinea,Gross Opening stocks,1/1/2012,0
Ethiopia,Gross Opening stocks,1/1/2012,1000
Gabon,Gross Opening stocks,1/1/2012,0.433
Ghana,Gross Opening stocks,1/1/2012,3
Guatemala,Gross Opening stocks,1/1/2012,16
Guinea,Gross Opening stocks,1/1/2012,15
Guyana,Gross Opening stocks,1/1/2012,0
Honduras,Gross Opening stocks,1/1/2012,231.942
India,Gross Opening stocks,1/1/2012,852
Jamaica,Gross Opening stocks,1/1/2012,0
Kenya,Gross Opening stocks,1/1/2012,14
Lao People's Democratic Republic,Gross Opening stocks,1/1/2012,0
Liberia,Gross Opening stocks,1/1/2012,0
Mexico,Gross Opening stocks,1/1/2012,400
Nepal,Gross Opening stocks,1/1/2012,0
Nicaragua,Gross Opening stocks,1/1/2012,348.203
Nigeria,Gross Opening stocks,1/1/2012,0
Panama,Gross Opening stocks,1/1/2012,10
Sierra Leone,Gross Opening stocks,1/1/2012,2
Sri Lanka,Gross Opening stocks,1/1/2012,0
Thailand,Gross Opening stocks,1/1/2012,10
Togo,Gross Opening stocks,1/1/2012,8.633
Trinidad & Tobago,Gross Opening stocks,1/1/2012,0
Uganda,Gross Opening stocks,1/1/2012,603.494
Venezuela,Gross Opening stocks,1/1/2012,0
Viet Nam,Gross Opening stocks,1/1/2012,2750
Yemen,Gross Opening stocks,1/1/2012,0
Angola,Exports,1/1/2012,7.79
Bolivia (Plurinational State of),Exports,1/1/2012,54.7812
Brazil,Exports,1/1/2012,29283.0012
Burundi,Exports,1/1/2012,405.9615
Ecuador,Exports,1/1/2012,1578.4024
Indonesia,Exports,1/1/2012,8970.0386
Madagascar,Exports,1/1/2012,89.7094
Malawi,Exports,1/1/2012,21.8262
Papua New Guinea,Exports,1/1/2012,714.777
Paraguay,Exports,1/1/2012,0.0065
Peru,Exports,1/1/2012,3928.0478
Rwanda,Exports,1/1/2012,260.5591
Timor-Leste,Exports,1/1/2012,60.2583
Zimbabwe,Exports,1/1/2012,3.3208
Congo,Exports,1/1/2012,0
Cuba,Exports,1/1/2012,15.142
Dominican Republic,Exports,1/1/2012,113.4307
Haiti,Exports,1/1/2012,9.7319
Philippines,Exports,1/1/2012,2.4616
Tanzania,Exports,1/1/2012,1062.4215
Zambia,Exports,1/1/2012,5.3695
Benin,Exports,1/1/2012,0
Cameroon,Exports,1/1/2012,324.3197
Central African Republic,Exports,1/1/2012,1
Colombia,Exports,1/1/2012,8842.0805
Costa Rica,Exports,1/1/2012,1380.0956
Côte d'Ivoire,Exports,1/1/2012,1738.7857
Democratic Republic of Congo,Exports,1/1/2012,134.0453
El Salvador,Exports,1/1/2012,1145.3752
Equatorial Guinea,Exports,1/1/2012,0
Ethiopia,Exports,1/1/2012,3166.0066
Gabon,Exports,1/1/2012,0
Ghana,Exports,1/1/2012,19.8836
Guatemala,Exports,1/1/2012,3706.9331
Guinea,Exports,1/1/2012,188.5545
Guyana,Exports,1/1/2012,1.0383
Honduras,Exports,1/1/2012,4340.3638
India,Exports,1/1/2012,4859.4408
Jamaica,Exports,1/1/2012,14.7159
Kenya,Exports,1/1/2012,819.4455
Lao People's Democratic Republic,Exports,1/1/2012,390.5023
Liberia,Exports,1/1/2012,5.1213
Mexico,Exports,1/1/2012,3352.9422
Nepal,Exports,1/1/2012,1.2073
Nicaragua,Exports,1/1/2012,1980.3289
Nigeria,Exports,1/1/2012,0.7637
Panama,Exports,1/1/2012,48.5198
Sierra Leone,Exports,1/1/2012,56.1833
Sri Lanka,Exports,1/1/2012,0.2484
Thailand,Exports,1/1/2012,113.0946
Togo,Exports,1/1/2012,82.8829
Trinidad & Tobago,Exports,1/1/2012,2.2272
Uganda,Exports,1/1/2012,3583.259
Venezuela,Exports,1/1/2012,2.4201
Viet Nam,Exports,1/1/2012,20664.7162
Yemen,Exports,1/1/2012,57.5251
Angola,Total production,1/1/2006,35.095
Bolivia (Plurinational State of),Total production,1/1/2006,146.4297
Brazil,Total production,1/1/2006,48431.7338
Burundi,Total production,1/1/2006,498.5
Ecuador,Total production,1/1/2006,1034.5199
Indonesia,Total production,1/1/2006,7482.6737
Madagascar,Total production,1/1/2006,586.51
Malawi,Total production,1/1/2006,16.663
Papua New Guinea,Total production,1/1/2006,807.2202
Paraguay,Total production,1/1/2006,25.7472
Peru,Total production,1/1/2006,4319.0586
Rwanda,Total production,1/1/2006,351.013
Timor-Leste,Total production,1/1/2006,46.2077
Zimbabwe,Total production,1/1/2006,45.149
Congo,Total production,1/1/2006,3
Cuba,Total production,1/1/2006,104.85
Dominican Republic,Total production,1/1/2006,386.6671
Haiti,Total production,1/1/2006,362.112
Philippines,Total production,1/1/2006,441.1089
